ID,Form,IPA,Language_ID
1150,Canaries,kəneəɹiz,1
1151,Cape  of  Good  Hope,keɪpɒvɡʊdhəʊp,1
1152,Cape  Town,keɪptaʊn,1
1153,Cape  of Good  Hope,keɪpɒvɡʊdhəʊp,1
1154,Cape  of Good  Hope,keɪpɒvɡʊdhəʊp,1
1155,Cape  of  Storms,keɪpɒvstɔːmz,1
1156,Cape  Palmas,keɪppɑːməz,1
1157,Scala,skeɪlə,1
1158,Grahams  Town,ɡɹeɪəmztaʊn,1
1159,Cressy,kɹɛsi,1
1160,Greytown,ɡɹeɪtaʊn,1
1161,Gluckstadt,ɡlʌkstat,1
1162,Greymouth,ɡɹeɪməθ,1
1163,Croixelles,kɹɔɪksɛlz,1
1164,Kent,kɛnt,1
1165,Gisborne,d͡ʒɪsbɔːn,1
1166,Gisborne,d͡ʒɪsbɔːn,1
1167,King  Williams  Town,kɪŋwɪliəmztaʊn,1
1168,Guinea,ɡɪni,1
1169,Kini  Ballu,kɪnibaluː,1
1170,Greece,ɡɹiːs,1
1171,Gilboa,ɡɪlbəʊə,1
1172,Guam,ɡwɑːm,1
1173,Scone,skəʊn,1
1174,Konigsberg,kɒnɪɡsbɜːɡ,1
1175,Congo,kɒŋɡəʊ,1
1176,Constance,kɒnstəns,1
1177,Constantinople,kɒnstantɪnəʊpəl,1
1178,Constantinople,kɒnstantɪnəʊpəl,1
1179,Constantinople,kɒnstantɪnəʊpəl,1
1180,Colosse,kəlɒs,1
1181,Golgotha,ɡəlɡɒθə,1
1182,Cronstadt,kɹɒnstat,1
1183,Corinth,kɒɹɪnθ,1
1184,Scotland,skɒtlənd,1
1185,Gothenburgh,ɡɒθənbɜːɡ,1
1186,Scotland,skɒtlənd,1
1187,Scotland,skɒtlənd,1
1188,Scotland,skɒtlənd,1
1189,Scotland,skɒtlənd,1
1190,Scotland,skɒtlənd,1
1191,Scotland,skɒtlənd,1
1192,Guam,ɡwɑːm,1
1193,Queensland,kwiːnslənd,1
1194,Cuba,kjuːbə,1
1195,Cupertino,kjuːpətiːnəʊ,1
1196,Kupros,kʌpɹəʊz,1
1197,Curubis,kjʊəɹuːbɪs,1
1198,Kreuznach ,kɹuːznak,1
1199,Libya,lɪbɪə,1
1200,Maata,mɑːtə,1
1201,Maharatta,mahɐɹatə,1
1202,Massilia,masɪliə,1
1203,Marsden,mɑːsdən,1
1204,Maida,meɪdə,1
1205,Macassar,makɐsɑː,1
1206,Macclesfield,makəlsfiːld,1
1207,Macedonia,masɪdəʊniə,1
1208,Marmora,mɑːmɔːɹə,1
1209,Smyrna,smaɪənə,1
1210,Merlav  or  Star  Island,mɜːlavɔːstɑːɹaɪlənd,1
1211,Manchester,mant͡ʃɛstə,1
1212,Manila,mɐnɪlə,1
1213,Manila,mɐnɪlə,1
1214,Martaban,mɑːtabən,1
1215,Malanta,malantə,1
1216,America,ɐmɛɹɪkə,1
1217,America,ɐmɛɹɪkə,1
1218,France,fɹans,1
1219,Madagascar,madəɡaskə,1
1220,America,ɐmɛɹɪkə,1
1221,Malta,mɒltə,1
1222,Mauritius,mɔːɹɪʃəs,1
1223,Matha,maθə,1
1224,Madagascar,madəɡaskə,1
1225,Madagascar,madəɡaskə,1
1226,Madras,mədɹɑːs,1
1227,Madras,mədɹɑːs,1
1228,Madrid,mədɹɪd,1
1229,Madrid,mədɹɪd,1
1230,Marton  Town,mɑːtəntaʊn,1
1231,Madeira,madeəɹə,1
1232,Mauritius,mɔːɹɪʃəs,1
1233,Mexico,mɛksɪkəʊ,1
1234,Messina,mɛsɪnə,1
1235,Mesopotamia,mɛsəpəteɪmiə,1
1236,Mecca,mɛkə,1
1237,Mexico,mɛksɪkəʊ,1
1238,Megiddo,mɛd͡ʒɪdəʊ,1
1239,Melanesia,mɛləniːziə,1
1240,America,ɐmɛɹɪkə,1
1241,Melbourne,mɛlbɔːn,1
1242,Melbourne,mɛlbɔːn,1
1243,Melbourne,mɛlbɔːn,1
1244,Melbourne,mɛlbɔːn,1
1245,Mediterranean,mɛdɪtɛɹeɪnaŋ,1
1246,America,ɐmɛɹɪka,1
1247,Mexico ,mɛksɪkəʊ,1
1248,America ,ɐmɛɹɪkəɹ,1
1249,Canada ,kanədəɹ,1
1250,America ,ɐmɛɹɪkəɹ,1
1251,Melbourne,mɛlbɔːn,1
1252,Melbourne,mɛlbɔːn,1
1253,Mediterranean,mɛdɪtɛɹeɪnan,1
1254,Mediterranean,mɛdɪtɛɹeɪnan,1
1255,Merom,mɛɹɒm,1
1256,Merut,mɛɹət,1
1257,Mediterranean,mɛdɪtɛɹeɪnan,1
1258,Maitland,meɪtlənd,1
1259,Mediterranean,mɛdɪtɛɹeɪnan,1
1260,Mesr,mɛsə,1
1261,Misraim,mɪsɹeɪm,1
1262,Mystery ,mɪstəɹi,1
1263,Milan,mɪlaŋ,1
1264,Middledrift,mɪdəldɹɪft,1
1265,Milnthorpe,mɪlnθɔːp,1
1266,Merom ,mɛɹɒm,1
1267,Moreton  Bay,mɔːtənbeɪ,1
1268,Morocco ,məɹɒkəʊ,1
1269,Moulmein ,məʊlmiːn,1
1270,Moravia ,mɔːɹeɪviəɹ,1
1271,Norfolk  Island ,nɔːfəkaɪlənd,1
1272,Pitcairn Island,pɪtkeənaɪlənd,1
1273,Nile,naɪl,1
1274,Nazareth,nazəɹəθ,1
1275,Nicma,nɪkmə,1
1276,Niger,naɪd͡ʒə,1
1277,Nain,neɪn,1
1278,Nile,naɪl,1
1279,Nile,naɪl,1
1280,Naphtali,naftɑːli,1
1281,Napier,neɪpiə,1
1282,Naphtali,naftɑːli,1
1283,Naphtali,naftɑːli,1
1284,Norfolk  Island,nɔːfəkaɪlənd,1
1285,Norfolk  Island,nɔːfəkaɪlənd,1
1286,Norfolk,nɔːfək,1
1287,Naples,neɪpəlz,1
1288,Naples,neɪpəlz,1
1289,Nepal,nɛpɔːl,1
1290,Napier,neɪpiə,1
1291,Napier,neɪpiə,1
1292,NicCBa,nɪksiːbiːeɪ,1
1293,NicCBa,nɪksiːbiːeɪ,1
1294,Nicaea,nɪkiə,1
1295,Nisibis,nɪzɪbɪs,1
1296,Nicomedia,nɪkəmiːdiə,1
1297,Nicomedia,nɪkəmiːdiə,1
1298,Nineveh,nɪnɪvə,1
1299,Ningpo,nɪŋpəʊ,1
1300,Nineveh,nɪnɪvə,1
1301,New  Hebrides,njuːhɛbɹədiːz,1
1302,New  Holland,njuːhɒlənd,1
1303,Newcastle,njuːkasəl,1
1304,Newcastle,njuːkasəl,1
1305,Newcastle,njuːkasəl,1
1306,New  Caledonia,njuːkalɪdəʊniə,1
1307,New  Guinea,njuːɡɪni,1
1308,New  Plymouth,njuːplɪməθ,1
1309,New  Bedford,njuːbɛdfəd,1
1310,New  Zealand,njuːziːlənd,1
1311,New  Zealand,njuːziːlənd,1
1312,New  Zealand,njuːziːlənd,1
1313,New  Zealand,njuːziːlənd,1
1314,New  Zealand,njuːziːlənd,1
1315,Neva,nɛvə,1
1316,Normanby,nɔːmanbi,1
1317,Normandy,nɔːməndi,1
1318,Normandy,nɔːməndi,1
1319,Norfolk  Island,nɔːfəkaɪlənd,1
1320,Norfolk,nɔːfək,1
1321,North  America,nɔːθɐmɛɹɪkə,1
1322,Northwest  America,nɔːθwɛstɐmɛɹɪkə,1
1323,Norton,nɔːtən,1
1324,Nova  Scotia,nəʊvəskəʊʃə,1
1325,Norway,nɔːweɪ,1
1326,Nova  Scotia,nəʊvəskəʊʃə,1
1327,New  Hebrides,njuːhɛbɹədiːz,1
1328,Newcastle,njuːkasəl,1
1329,New  Plymouth,njuːplɪməθ,1
1330,New  Bedford,njuːbɛdfəd,1
1331,New  Bedford,njuːbɛdfəd,1
1332,New  Zealand,njuːziːlənd,1
1333,New  Zealand,njuːziːlənd,1
1334,New  Zealand,njuːziːlənd,1
1335,New  Zealand,njuːziːlənd,1
1336,New  Zealand,njuːziːlənd,1
1337,New  Zealand,njuːziːlənd,1
1338,Newcastle,njuːkasəl,1
1339,Newcastle,njuːkasəl,1
1340,New  Plymouth,njuːplɪməθ,1
1341,New  Zealand,njuːziːlənd,1
1342,New  Zealand,njuːziːlənd,1
1343,New  Zealand,njuːziːlənd,1
1344,New  Zealand,njuːziːlənd,1
1345,New  Zealand,njuːziːlənd,1
1346,New  Zealand,njuːziːlənd,1
1347,Oceania ,əʊʃɪɑːniəɹ,1
1348,Oceanica ,əʊʃɪanɪkəɹ,1
1349,Osborne,ɒsbɔːn,1
1350,Oxford,ɒksfɔːd,1
1351,Oxford,ɒksfɔːd,1
1352,Hobart  Town,həʊbɑːttaʊŋ,1
1353,Europe ,jʊəɹəp,1
1354,Olives,ɒlɪvɛs,1
1355,Europe ,jʊəɹəp,1
1356,Europe ,jʊəɹəp,1
1357,Otago,ɒtɐɡɒ,1
1358,Tahiti ,tahiːti,1
1359,Tahiti,tahiːti,1
1360,Bashan,baʃən,1
1361,Pazzi,pazi,1
1362,Persia,pɜːʒə,1
1363,Philo,fiːləʊ,1
1364,Buckingham,bʌkɪŋəm,1
1365,Baghdad,baɡdad,1
1366,San  Facundo,sanfakʌndəʊ,1
1367,Bomarsund,bɒmɑːsʌnd,1
1368,Pamphylia,pamfɪliə,1
1369,Birmingham,bɜːmɪŋəm,1
1370,Spain,speɪn,1
1371,Spain,speɪn,1
1372,Borneo,bɔːnɪəʊ,1
1373,Poverty  Bay,pɒvətibeɪ,1
1374,Papeete,papiːt,1
1375,Papeete,papiːt,1
1376,Babylon,babɪlən,1
1377,Babylon,babɪlən,1
1378,Babylonia,babɪləʊniə,1
1379,Brazil,bɹɐzɪl,1
1380,Balaclava,balɐklɑːvə,1
1381,Paraguay,paɹəɡwaɪ,1
1382,Frankfort-on-the-Maine,fɹaŋkfɔːtɒnðəmeɪn,1
1383,Parramatta,paɹɐmatə,1
1384,France,fɹans,1
1385,Padan-aram,padənaɹam,1
1386,France,fɹans,1
1387,France,fɹans,1
1388,France,fɹans,1
1389,Baltic,bɒltɪk,1
1390,Bally,bɔːli,1
1391,Palesti ne,peɪlstiniː,1
1392,Palestine,paləstaɪn,1
1393,Palestine,paləstaɪn,1
1394,Paris,paɹɪs,1
1395,Paris,paɹɪs,1
1396,Berlin,bɜːlɪn,1
1397,Palestine,paləstaɪn,1
1398,Brighton,bɹaɪtən,1
1399,Dumfrieshire,dʌmfɹiʃə,1
1400,Patmos,patməʊz,1
1401,Batavia,bateɪviə,1
1402,Batavia,bateɪviə,1
1403,Patmos,patməʊz,1
1404,Patino,patiːnəʊ,1
1405,Padua,padjuːə,1
1406,Portugal,pɔːt͡ʃəɡəl,1
1407,Bowen,bəʊɪn,1
1408,Borneo,bɔːnɪəʊ,1
1409,Berlin,bɜːlɪn,1
1410,Spain,speɪn,1
1411,Bay of Plenty,beɪɒvplɛnti,1
1412,Bay of Plenty,beɪɒvplɛnti,1
1413,Pembroke,pɛmbɹəʊk,1
1414,Benares,bɛneəz,1
1415,Spain,speɪn,1
1416,Bengal,bɛŋɡɔːl,1
1417,Bengal,bɛŋɡɔːl,1
1418,Bengal,bɛŋɡɔːl,1
1419,Bay of Islands,beɪɒvaɪləndz,1
1420,Bay of Islands,beɪɒvaɪləndz,1
1421,Pella,pɛlə,1
1422,Bell Block,bɛlblɒk,1
1423,Breslau,bɹɛslaʊ,1
1424,Belgium,bɛld͡ʒəm,1
1425,Persia,pɜːʒə,1
1426,Berlin,bɜːlɪn,1
1427,Peru,pəɹuː,1
1428,Bethany,bɛθəni,1
1429,Bethany,bɛθəni,1
1430,Bethnal Green,bɛθnəlɡɹiːn,1
1431,Petra,pɛtɹə,1
1432,Bethlehem,bɛθlɛhəm,1
1433,Petrikaw,pɛtɹɪkɔː,1
1434,Bay of Islands,beɪɒvaɪləndz,1
1435,Great Barrier,ɡɹeɪtbaɹiə,1
1436,Phoenicia,fəʊnɪʃə,1
1437,Brisbane,bɹɪsbən,1
1438,Plymouth,plɪməθ,1
1439,Blinkwater,blɪŋkwɔːtə,1
1440,Prince  Edward,pɹɪnsɛdwəd,1
1441,Philippopolis,fɪlɪpɒpəliz,1
1442,Britain,bɹɪtən,1
1443,Feilding,feɪldɪŋ,1
1444,Britain,bɹɪtən,1
1445,Britain,bɹɪtən,1
1446,Great  Britain,ɡɹeɪtbɹɪtən,1
1447,Britain,bɹɪtən,1
1448,Great  Britain,ɡɹeɪtbɹɪtən,1
1449,Britain,bɹɪtən,1
1450,Petersburg,piːtəzbɜːɡ,1
1451,Fiji,fiːd͡ʒi,1
1452,Pitcairn,pɪtkeən,1
1453,Bithynia,bɪθɪniə,1
1454,Fitzroy,fɪtsɹɔɪ,1
1455,Fitzroy,fɪtsɹɔɪ,1
1456,Beaufort,bəʊfɔːt,1
1457,Port  Jackson,pɔːtd͡ʒaksən,1
1458,Port  Jackson,pɔːtd͡ʒaksən,1
1459,Borneo,bɔːnɪəʊ,1
1460,Fort  Constantine,fɔːtkɒnstantiːn,1
1461,Portugal,pɔːt͡ʃəɡəl,1
1462,Port  Jackson,pɔːtd͡ʒaksən,1
1463,Bohemia,bəʊhiːmiə,1
1464,Posen,pəʊzən,1
1465,Port  Philip,pɔːtfɪlɪp,1
1466,Posidium,pəsɪdiəm,1
1467,Port  Jackson,pɔːtd͡ʒaksən,1
1468,Point  Underwood,pɔɪntʌndəwʊd,1
1469,Port  Jackson,pɔːtd͡ʒaksən,1
1470,Port  Jackson,pɔːtd͡ʒaksən,1
1471,Port  Jackson,pɔːtd͡ʒaksən,1
1472,Port  Philip,pɔːtfɪlɪp,1
1473,Port  Philip,pɔːtfɪlɪp,1
1474,Port  Cooper,pɔːtkuːpə,1
1475,Bombay,bɒmbeɪ,1
1476,Bombay,bɒmbeɪ,1
1477,Port  Nicholson,pɔːtnɪkəlsən,1
1478,Borneo,bɔːnɪəʊ,1
1479,Pompey,pɒmpi,1
1480,Paula,pɔːlə,1
1481,Poland,pəʊlənd,1
1482,Polynesia,pɒlɪniːziə,1
1483,Bora-Bora,bɔːɹəbɔːɹə,1
1484,Flores,flɔːɹɪz,1
1485,Port  Jackson,pɔːtd͡ʒaksən,1
1486,Fort  Hare,fɔːtheə,1
1487,Fort  Murray,fɔːtmʌɹeɪ,1
1488,Fort  ,fɔːt,1
1489,Port  Levy,pɔːtlɛvi,1
1490,Port  Cooper,pɔːtkuːpə,1
1491,Portsmouth,pɔːtsməθ,1
1492,Port  Levy,pɔːtlɛvi,1
1493,Portugal,pɔːt͡ʃəɡəl,1
1494,Portugal,pɔːt͡ʃəɡəl,1
1495,Fort  Fordyce,fɔːtfɔːdaɪs,1
1496,Port  Jackson,pɔːtd͡ʒaksən,1
1497,Port  Jackson,pɔːtd͡ʒaksən,1
1498,Beaufort,bəʊfɔːt,1
1499,Beaufort,bəʊfɔːt,1
1500,Burnham,bɜːnəm,1
1501,Bucharest,buːkɐɹɛst,1
1502,Bucharest,buːkɐɹɛst,1
1503,Mt  Albert,ɛmtiːalbət,1
1504,Barrack  Hill,baɹəkhɪl,1
1505,Punjab,pʌnd͡ʒɑːb,1
1506,Buller,bʊlə,1
1507,Prussia,pɹʌʃə,1
1508,Bulgaria,bʌlɡeəɹiə,1
1509,Futuna,fjuːtuːnə,1
1510,Launceston,lɔːnsɛstən,1
1511,La  Isabella,laɪseɪbɛlə,1
1512,Rhine,ɹaɪn,1
1513,Lancashire,laŋkəʃə,1
1514,Lucknow ,lʌknaʊ,1
1515,Raglan,ɹaɡlən,1
1516,London,lʌndən,1
1517,Laughton,laftən,1
1518,Lapland,laplənd,1
1519,Lublin,lʌblɪn,1
1520,Ratisbon,ɹatɪsbən,1
1521,Reims,ɹaɪmz,1
1522,Denmark,dɛnmɑːk,1
1523,Lebanon,lɛbənɒn,1
1524,Lellis,lɛliz,1
1525,Liverpool,lɪvəpuːl,1
1526,Lissa,lɪsə,1
1527,Gnesen,nɛsən,1
1528,Leicester,lɛstə,1
1529,Leicester,lɛstə,1
1530,Lisbon,lɪsbən,1
1531,Lisbon,lɪsbən,1
1532,Lima,liːmɐ,1
1533,Liguori,lɪɡjuːɔːɹi,1
1534,Lyon,laɪɒn,1
1535,Lyon,laɪɒn,1
1536,Lydia,lɪdiə,1
1537,Lyttelton,lɪtɛltən,1
1538,Lyttelton,lɪtɛltən,1
1539,Liverpool,lɪvəpuːl,1
1540,Liverpool,lɪvəpuːl,1
1541,Ross,ɹɒs,1
1542,Rome,ɹəʊm,1
1543,Lombardy,lɒmbədi,1
1544,Lombok,lɒmbɒk,1
1545,Rhone,ɹəʊn,1
1546,Launceston,lɔːnsɛstən,1
1547,Launceston ,lɔːnsɛstən,1
1548,Rome,ɹəʊm,1
1549,Rotterdam,ɹɒtədam,1
1550,Rodney,ɹɒdni,1
1551,Lourdes,lɜːdz,1
1552,Russia,ɹʌʃə,1
1553,Russia,ɹʌʃə,1
1554,Smyrna,smaɪənə,1
1555,Serapis,sɛɹapiz,1
1556,Saone,seɪɒn,1
1557,Tahiti,tahiːti,1
1558,Tasmania,tazmeɪniə,1
1559,Tasmania,tazmeɪniə,1
1560,Tasmania,tazmeɪniə,1
1561,China,t͡ʃaɪnə,1
1562,Tahiti,tahiːti,1
1563,Tiber,taɪbə,1
1564,Tigris,taɪɡɹɪs,1
1565,Tigris,taɪɡɹɪs,1
1566,China,t͡ʃaɪnə,1
1567,Tiber,taɪbə,1
1568,Tiber,taɪbə,1
1569,Tiberias,taɪbiəɹɪəz,1
1570,Tiberias,taɪbiəɹɪəz,1
1571,Tyre,taɪə,1
1572,Thagaste,θaɡast,1
1573,Turkey,tɜːki,1
1574,Tigris,taɪɡɹɪs,1
1575,Thames,tɛmz,1
1576,Damascus,dɐmaskəs,1
1577,Tasmania,tazmeɪniə,1
1578,Dunedin,dʌnɪdɪn,1
1579,Tangiers,taŋɡiəz,1
1580,Denmark,dɛnmɑːk,1
1581,Dunedin,dʌnɪdɪn,1
1582,Danzic,danzɪk,1
1583,Dunedin,dʌnɪdɪn,1
1584,Danube,danjuːb,1
1585,Dublin,dʌblɪn,1
1586,Dublin,dʌblɪn,1
1587,Dublin,dʌblɪn,1
1588,Tarsus,tɑːsəs,1
1589,Tarragona,taɹɐɡənə,1
1590,Tartarus,tɑːtɑːɹəs,1
1591,Dardanelles,dɑːdeɪnɛlz,1
1592,Thessalonica,θɛsɐlɒnɪkə,1
1593,Taylor  Town,teɪlətaʊn,1
1594,Denmark,dɛnmɑːk,1
1595,Denmark,dɛnmɑːk,1
1596,Denmark,dɛnmɑːk,1
1597,Tabor,tabə,1
1598,Tabor,tabə,1
1599,Port  Ahuriri,pɔːtahjʊəɹiəɹi,1
1600,Delhi,dɛli,1
1601,Thrace,θɹeɪs,1
1602,Trent,tɹɛnt,1
1603,Delphi,dɛlfaɪ,1
1604,Trieste,tɹaɪst,1
1605,tettin,tɛtɪn,1
1606,Devonport,dɛvənpɔːt,1
1607,Germany,d͡ʒɜːməni,1
1608,Germany,d͡ʒɜːməni,1
1609,Thienna,θɪɛnə,1
1610,Yucatan,juːkatən,1
1611,Tigris,taɪɡɹɪs,1
1612,Timor,tiːmɔː,1
1613,Tenasserim,tɛnɐsəɹɪm,1
1614,Trastevere,tɹastiːviə,1
1615,Trastilerina,tɹastaɪləɹiːnə,1
1616,Zealand,ziːlənd,1
1617,Dillegen,dɪlɛd͡ʒən,1
1618,Three  Kings,θɹiːkɪŋz,1
1619,Domingo,dəʊmɪŋɡəʊ,1
1620,Torrens,tɒɹənz,1
1621,Tolentino,təʊləntiːnəʊ,1
1622,Toulouse,tuːluːz,1
1623,Twofold  Bay,tuːfəʊldbeɪ,1
1624,Tubonai,tjuːbənaɪ,1
1625,Turin,tjəɹɪn,1
1626,Turin,tjəɹɪn,1
1627,Toulon,tuːlɒn,1
1628,Drury,dɹʌɹi,1
1629,Euphrates,juːfɹeɪtiːz,1
1630,Euphrates,juːfɹeɪtiːz,1
1631,Eupatoria  e,juːpɐtɔːɹiəɹiː,1
1632,Euphrates,juːfɹeɪtiːz,1
1633,Oude,aʊd,1
1634,Europe,jʊəɹəp,1
1635,Utica,juːtɪkə,1
1636,Warsaw,wɔːsɔː,1
1637,Washington,wɒʃɪŋtən,1
1638,Wight,waɪt,1
1639,Swansea,swɒnsiː,1
1640,Van  Oeimens,vanəʊaɪmɛnz,1
1641,Van  Oeimens,vanəʊaɪmɛnz,1
1642,Wynyard  Pier,wɪnjɑːdpiə,1
1643,Wales,weɪlz,1
1644,Wallachia,wɒleɪʃə,1
1645,Valparaiso,valpɐɹeɪsəʊ,1
1646,Valparaiso,valpɐɹeɪsəʊ,1
1647,Valence,veɪləns,1
1648,Westport,wɛstpɔːt,1
1649,Wales,weɪlz,1
1650,Wales,weɪlz,1
1651,Wade,weɪd,1
1652,Wales,weɪlz,1
1653,Venice,vɛnɪs,1
1654,Wales,weɪlz,1
1655,Wellington,wɛlɪŋtən,1
1656,Wellington,wɛlɪŋtən,1
1657,Wellington,wɛlɪŋtən,1
1658,Wellington,wɛlɪŋtən,1
1659,Wellington,wɛlɪŋtən,1
1660,Wales,weɪlz,1
1661,Wellington,wɛlɪŋtən,1
1662,West  Indies,wɛstɪndiz,1
1663,Wesley,wɛsli,1
1664,Vienna,vɪɛnə,1
1665,Victoria,vɪktɔːɹiə,1
1666,Vienna,vɪɛnə,1
1667,Wynyard  Pier,wɪnjɑːdpiə,1
1668,Vienna,vɪɛnə,1
1669,Windsor,wɪndsə,1
1670,Villanova,vɪlɐnəʊvə,1
1671,Sweden,swiːdən,1
1672,Sweden,swiːdən,1
1673,Wittenburg,wɪtənbɜːɡ,1
1674,Sweden,swiːdən,1
1675,Switzerland,swɪtsələnd,1
1676,France,fɹans,1
1677,France,fɹans,1
1678,Wollombi,wəʊləmbaɪ,1
1679,Woodstock,wʊdstɒk,1
1680,Verde,vɜːd,1
1681,Fiji,fiːd͡ʒi,1
1682,Fiji,fiːd͡ʒi,1
1683,Yakaru,jakɑːɹuː,1
1684,Yuropi,juːɹəʊpi,1
1685,Yuropi,juːɹəʊpi,1
